account_id,account_name,account_type,industry,geography,country,region,company_size,employee_band,revenue_band,buyer_persona_primary,buyer_persona_secondary,account_tier,current_customer_flag,strategic_account_flag,digital_maturity_score,data_intensity_score,propensity_score,sales_coverage_flag,owner_type
A0605,Trinity Capital 605,Customer,Technology,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,Yes,62,80,64,Covered,Farmer
A0606,Apex Health 606,Customer,Financial Services,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,93,80,84,Covered,Farmer
A0607,Vertex Ventures 607,Prospect,Technology,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,66,73,75,Uncovered,No Owner
A0608,Summit Advisory 608,Customer,Manufacturing,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,Yes,No,67,32,54,Covered,Farmer
A0609,Northstar Global 609,Customer,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,No,66,74,63,Uncovered,No Owner
A0610,Atlas Manufacturing 610,Prospect,Manufacturing,North America,Canada,Canada,Strategic,10000+,$5B+,Product,CFO,Tier 1,No,Yes,63,57,66,Covered,Hunter
A0611,Apex Group 611,Prospect,Healthcare,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,86,51,74,Uncovered,No Owner
A0612,Apex Systems 612,Customer,Healthcare,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,76,83,70,Uncovered,No Owner
A0613,Quantum Advisory 613,Customer,Financial Services,APAC,India,India,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,Yes,Yes,63,66,53,Uncovered,No Owner
A0614,Horizon Health 614,Prospect,Healthcare,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Product,Strategy,Tier 3,No,No,80,60,66,Uncovered,No Owner
A0615,Nova Systems 615,Customer,Technology,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,Yes,No,90,70,75,Covered,Farmer
A0616,Crescent Advisory 616,Customer,Healthcare,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,Yes,No,59,63,56,Uncovered,No Owner
A0617,Crescent Ventures 617,Prospect,Technology,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,72,76,68,Covered,Hunter
A0618,Horizon Holdings 618,Prospect,Technology,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,No,80,97,84,Uncovered,No Owner
A0619,Pioneer Industries 619,Prospect,Manufacturing,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,51,69,71,Uncovered,No Owner
A0620,Northstar Systems 620,Prospect,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,71,58,45,Covered,Hunter
A0621,Nova Enterprises 621,Prospect,Technology,North America,Canada,Canada,Strategic,10000+,$5B+,CRO,Product,Tier 1,No,Yes,68,88,78,Uncovered,No Owner
A0622,Nexus Solutions 622,Customer,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,Yes,No,89,87,73,Uncovered,No Owner
A0623,Apex Technologies 623,Prospect,Financial Services,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,69,85,94,Covered,Hunter
A0624,Trinity Data 624,Customer,Financial Services,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,68,54,50,Uncovered,No Owner
A0625,Atlas Industries 625,Customer,Healthcare,North America,United States,US East,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,Yes,Yes,59,86,66,Covered,Farmer
A0626,Nexus Networks 626,Customer,Technology,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,70,78,67,Covered,Farmer
A0627,Evergreen Advisory 627,Customer,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,Yes,No,82,79,82,Covered,Farmer
A0628,Trinity Health 628,Customer,Manufacturing,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,Yes,No,68,75,69,Covered,Farmer
A0629,Evergreen Solutions 629,Customer,Manufacturing,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,Yes,Yes,68,63,60,Covered,Farmer
A0630,Catalyst Capital 630,Customer,Financial Services,North America,United States,US West,Strategic,10000+,$5B+,CFO,CRO,Tier 1,Yes,Yes,58,81,66,Covered,Farmer
A0631,Pioneer Digital 631,Prospect,Technology,North America,United States,US West,Strategic,10000+,$5B+,Strategy,Product,Tier 1,No,Yes,78,75,80,Uncovered,No Owner
A0632,Summit Partners 632,Prospect,Technology,North America,United States,US East,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,No,Yes,82,74,66,Uncovered,No Owner
A0633,Frontier Global 633,Customer,Manufacturing,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,Yes,No,61,77,70,Covered,Farmer
A0634,Catalyst Advisory 634,Customer,Healthcare,APAC,Singapore,Singapore,Strategic,10000+,$5B+,Product,Strategy,Tier 1,Yes,Yes,77,90,72,Covered,Farmer
A0635,Quantum Industries 635,Customer,Financial Services,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,Yes,No,89,74,68,Covered,Farmer
A0636,Summit Health 636,Prospect,Healthcare,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,62,71,67,Covered,Hunter
A0637,Nova Networks 637,Prospect,Technology,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,77,78,75,Uncovered,No Owner
A0638,Apex Networks 638,Prospect,Healthcare,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,Yes,74,58,67,Covered,Hunter
A0639,Nexus Global 639,Customer,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,No,56,97,70,Covered,Farmer
A0640,Trinity Global 640,Customer,Financial Services,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,Yes,Yes,85,96,96,Covered,Farmer
A0641,Frontier Holdings 641,Prospect,Healthcare,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,66,70,58,Covered,Hunter
A0642,Frontier Partners 642,Prospect,Technology,North America,United States,US West,Strategic,10000+,$5B+,Product,CFO,Tier 1,No,Yes,84,78,81,Uncovered,No Owner
A0643,Frontier Networks 643,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,60,74,75,Uncovered,No Owner
A0644,Trinity Data 644,Prospect,Financial Services,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,No,No,86,79,73,Uncovered,No Owner
A0645,Nexus Group 645,Customer,Financial Services,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,74,89,95,Covered,Farmer
A0646,Atlas Technologies 646,Customer,Healthcare,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,85,92,85,Covered,Farmer
A0647,Clearview Digital 647,Customer,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,No,70,79,57,Covered,Farmer
A0648,Apex Capital 648,Prospect,Manufacturing,APAC,Japan,Japan,Strategic,10000+,$5B+,CFO,Product,Tier 1,No,Yes,63,68,67,Covered,Hunter
A0649,Vertex Advisory 649,Prospect,Technology,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,66,83,62,Covered,Hunter
A0650,Nexus Industries 650,Customer,Financial Services,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,Yes,No,61,86,84,Covered,Farmer
A0651,Summit Ventures 651,Customer,Manufacturing,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,78,45,52,Covered,Farmer
A0652,Meridian Systems 652,Prospect,Financial Services,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,71,87,73,Covered,Hunter
A0653,Horizon Systems 653,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,54,66,73,Uncovered,No Owner
A0654,Pioneer Global 654,Prospect,Healthcare,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,75,77,72,Covered,Hunter
A0655,Atlas Capital 655,Prospect,Technology,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,66,86,80,Uncovered,No Owner
A0656,Northstar Analytics 656,Customer,Healthcare,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,77,75,55,Covered,Farmer
A0657,Sterling Manufacturing 657,Customer,Manufacturing,North America,United States,US East,Strategic,10000+,$5B+,CRO,Strategy,Tier 1,Yes,Yes,72,68,64,Covered,Farmer
A0658,Frontier Industries 658,Prospect,Financial Services,North America,United States,US East,Strategic,10000+,$5B+,CRO,Strategy,Tier 1,No,Yes,64,94,55,Uncovered,No Owner
A0659,Nova Partners 659,Prospect,Manufacturing,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,56,64,56,Uncovered,No Owner
A0660,Frontier Holdings 660,Customer,Healthcare,Middle East,United Arab Emirates,UAE,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,Yes,No,78,94,98,Covered,Farmer
A0661,Northstar Group 661,Prospect,Healthcare,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,65,89,53,Covered,Hunter
A0662,Horizon Ventures 662,Prospect,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,68,89,77,Uncovered,No Owner
A0663,Crescent Global 663,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,68,55,39,Uncovered,No Owner
A0664,Horizon Insights 664,Prospect,Financial Services,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,62,86,73,Uncovered,No Owner
A0665,Quantum Health 665,Prospect,Manufacturing,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,50,49,59,Covered,Hunter
A0666,Northstar Ventures 666,Prospect,Manufacturing,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,46,44,53,Covered,Hunter
A0667,Sterling Systems 667,Customer,Manufacturing,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,No,58,87,80,Covered,Farmer
A0668,Horizon Analytics 668,Prospect,Healthcare,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,Product,Strategy,Tier 3,No,No,80,78,98,Uncovered,No Owner
A0669,Catalyst Insights 669,Customer,Technology,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,72,81,79,Covered,Farmer
A0670,Crescent Technologies 670,Prospect,Technology,APAC,Japan,Japan,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,No,Yes,81,90,74,Uncovered,No Owner
A0671,Pioneer Manufacturing 671,Prospect,Healthcare,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,47,73,48,Covered,Hunter
A0672,Catalyst Global 672,Prospect,Manufacturing,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,61,30,37,Uncovered,No Owner
A0673,Frontier Health 673,Customer,Technology,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,Yes,No,75,89,78,Covered,Farmer
A0674,Nexus Advisory 674,Customer,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,No,98,91,90,Covered,Farmer
A0675,Trinity Networks 675,Prospect,Technology,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,61,69,62,Covered,Hunter
A0676,Summit Networks 676,Customer,Technology,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,83,83,62,Covered,Farmer
A0677,Crescent Holdings 677,Prospect,Manufacturing,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,52,73,74,Covered,Hunter
A0678,Frontier Digital 678,Customer,Financial Services,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,85,77,85,Covered,Farmer
A0679,Quantum Partners 679,Prospect,Financial Services,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,60,96,66,Uncovered,No Owner
A0680,Orion Health 680,Prospect,Manufacturing,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,70,40,57,Covered,Hunter
A0681,Frontier Group 681,Prospect,Technology,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,73,78,71,Covered,Hunter
A0682,Apex Technologies 682,Prospect,Manufacturing,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,67,71,86,Uncovered,No Owner
A0683,BluePeak Advisory 683,Prospect,Manufacturing,Middle East,United Arab Emirates,UAE,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,No,No,55,72,74,Covered,Hunter
A0684,Summit Capital 684,Prospect,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,67,90,77,Covered,Hunter
A0685,Northstar Digital 685,Prospect,Manufacturing,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,52,56,60,Covered,Hunter
A0686,Pioneer Partners 686,Prospect,Healthcare,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,49,55,45,Covered,Hunter
A0687,Evergreen Technologies 687,Customer,Financial Services,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,Yes,No,94,78,80,Covered,Farmer
A0688,Crescent Group 688,Prospect,Healthcare,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Product,Strategy,Tier 3,No,No,67,58,65,Covered,Hunter
A0689,Frontier Health 689,Prospect,Manufacturing,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,Product,Strategy,Tier 3,No,No,66,69,79,Covered,Hunter
A0690,Nova Technologies 690,Customer,Healthcare,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,Yes,No,54,69,46,Covered,Farmer
A0691,Northstar Partners 691,Customer,Financial Services,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,71,94,69,Covered,Farmer
A0692,Sterling Technologies 692,Prospect,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,80,88,84,Uncovered,No Owner
A0693,Atlas Global 693,Customer,Financial Services,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,Yes,No,89,75,63,Covered,Farmer
A0694,Apex Systems 694,Prospect,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,62,71,72,Uncovered,No Owner
A0695,Orion Manufacturing 695,Customer,Manufacturing,APAC,India,India,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,64,84,71,Covered,Farmer
A0696,Evergreen Technologies 696,Prospect,Healthcare,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,77,74,70,Uncovered,No Owner
A0697,Quantum Labs 697,Prospect,Manufacturing,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,44,74,57,Covered,Hunter
A0698,Orion Capital 698,Prospect,Financial Services,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,84,74,74,Uncovered,No Owner
A0699,Vertex Holdings 699,Prospect,Technology,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,72,82,71,Uncovered,No Owner
A0700,Northstar Labs 700,Customer,Technology,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,84,61,67,Uncovered,No Owner
A0701,Nova Health 701,Prospect,Financial Services,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,78,78,77,Uncovered,No Owner
A0702,Summit Solutions 702,Prospect,Manufacturing,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,76,67,71,Uncovered,No Owner
A0703,Crescent Holdings 703,Customer,Healthcare,APAC,India,India,Strategic,10000+,$5B+,Product,CRO,Tier 1,Yes,Yes,72,62,66,Covered,Farmer
A0704,Sterling Capital 704,Prospect,Financial Services,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,56,89,77,Uncovered,No Owner
A0705,BluePeak Labs 705,Prospect,Financial Services,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,81,95,82,Covered,Hunter
A0706,Vertex Capital 706,Customer,Healthcare,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,Yes,No,66,87,81,Covered,Farmer
A0707,Evergreen Global 707,Prospect,Technology,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,60,89,60,Uncovered,No Owner
A0708,Orion Health 708,Customer,Technology,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,93,91,93,Covered,Farmer
A0709,Apex Health 709,Customer,Technology,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,83,81,79,Covered,Farmer
A0710,Orion Manufacturing 710,Prospect,Healthcare,Middle East,Qatar,GCC,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,61,69,65,Uncovered,No Owner
A0711,Summit Global 711,Prospect,Technology,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,No,No,72,61,55,Uncovered,No Owner
A0712,Pioneer Manufacturing 712,Prospect,Manufacturing,APAC,Japan,Japan,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,No,Yes,56,59,68,Uncovered,No Owner
A0713,Horizon Systems 713,Customer,Financial Services,Middle East,Qatar,GCC,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,Yes,No,59,99,85,Covered,Farmer
A0714,Nova Technologies 714,Prospect,Technology,APAC,Singapore,Singapore,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,No,Yes,70,99,75,Uncovered,No Owner
A0715,Summit Systems 715,Prospect,Technology,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,73,65,76,Covered,Hunter
A0716,Meridian Solutions 716,Prospect,Financial Services,APAC,Australia,Australia,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,No,Yes,92,84,72,Uncovered,No Owner
A0717,Frontier Systems 717,Prospect,Manufacturing,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,82,74,58,Covered,Hunter
A0718,Quantum Advisory 718,Customer,Financial Services,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,No,71,77,82,Covered,Farmer
A0719,Nexus Industries 719,Prospect,Healthcare,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,70,55,65,Covered,Hunter
A0720,Nexus Enterprises 720,Customer,Manufacturing,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,Yes,No,73,68,74,Covered,Farmer
A0721,Clearview Systems 721,Customer,Financial Services,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,No,58,99,56,Covered,Farmer
A0722,Trinity Global 722,Prospect,Manufacturing,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,58,62,54,Covered,Hunter
A0723,Meridian Capital 723,Customer,Manufacturing,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,74,59,58,Covered,Farmer
A0724,Summit Solutions 724,Customer,Technology,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,68,88,84,Covered,Farmer
A0725,Atlas Technologies 725,Prospect,Manufacturing,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,50,60,43,Covered,Hunter
A0726,Quantum Analytics 726,Customer,Financial Services,APAC,Australia,Australia,Strategic,10000+,$5B+,CRO,Product,Tier 1,Yes,Yes,85,77,80,Covered,Farmer
A0727,Atlas Advisory 727,Prospect,Healthcare,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,52,99,81,Uncovered,No Owner
A0728,BluePeak Global 728,Customer,Financial Services,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,70,92,68,Uncovered,No Owner
A0729,Summit Manufacturing 729,Prospect,Manufacturing,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,65,78,62,Covered,Hunter
A0730,Nova Ventures 730,Prospect,Healthcare,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,77,65,74,Covered,Hunter
A0731,Pioneer Systems 731,Prospect,Healthcare,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,52,63,72,Covered,Hunter
A0732,Catalyst Solutions 732,Customer,Healthcare,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,59,69,54,Covered,Farmer
A0733,Orion Advisory 733,Prospect,Healthcare,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,82,59,78,Uncovered,No Owner
A0734,Trinity Capital 734,Prospect,Healthcare,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,68,89,87,Uncovered,No Owner
A0735,Quantum Partners 735,Customer,Technology,APAC,Australia,Australia,Strategic,10000+,$5B+,CRO,Strategy,Tier 1,Yes,Yes,64,93,80,Uncovered,No Owner
A0736,Atlas Partners 736,Customer,Healthcare,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,No,76,71,72,Covered,Farmer
A0737,Orion Group 737,Customer,Financial Services,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,Yes,64,98,68,Covered,Farmer
A0738,Trinity Ventures 738,Prospect,Healthcare,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,61,60,65,Uncovered,No Owner
A0739,Clearview Partners 739,Customer,Financial Services,North America,United States,US West,Strategic,10000+,$5B+,CFO,Strategy,Tier 1,Yes,Yes,70,75,65,Covered,Farmer
A0740,Nexus Systems 740,Prospect,Technology,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,No,70,97,78,Uncovered,No Owner
A0741,Catalyst Networks 741,Prospect,Financial Services,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,Yes,65,89,73,Covered,Hunter
A0742,Sterling Advisory 742,Prospect,Financial Services,Europe,France,France,Strategic,10000+,$5B+,CRO,CFO,Tier 1,No,Yes,73,87,89,Uncovered,No Owner
A0743,Clearview Manufacturing 743,Customer,Technology,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,Yes,No,70,91,60,Covered,Farmer
A0744,Meridian Advisory 744,Prospect,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Product,Strategy,Tier 3,No,No,76,84,63,Covered,Hunter
A0745,Evergreen Networks 745,Prospect,Technology,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,99,86,73,Covered,Hunter
A0746,Orion Global 746,Prospect,Financial Services,Middle East,Qatar,GCC,Strategic,10000+,$5B+,CRO,CFO,Tier 1,No,Yes,67,78,68,Covered,Hunter
A0747,Evergreen Manufacturing 747,Prospect,Financial Services,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,62,70,56,Uncovered,No Owner
A0748,Frontier Solutions 748,Prospect,Healthcare,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,55,71,76,Covered,Hunter
A0749,Catalyst Analytics 749,Customer,Technology,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,Yes,Yes,80,96,77,Covered,Farmer
A0750,Pioneer Solutions 750,Customer,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,Yes,No,71,87,65,Covered,Farmer
A0751,Nexus Solutions 751,Customer,Financial Services,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,Yes,87,87,66,Covered,Farmer
A0752,Catalyst Data 752,Customer,Manufacturing,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,Yes,No,66,82,78,Covered,Farmer
A0753,Northstar Industries 753,Prospect,Manufacturing,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,35,45,45,Uncovered,No Owner
A0754,Summit Solutions 754,Prospect,Manufacturing,APAC,India,India,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,49,76,49,Uncovered,No Owner
A0755,Meridian Industries 755,Customer,Financial Services,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,67,73,64,Uncovered,No Owner
A0756,Quantum Capital 756,Customer,Technology,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,Yes,No,58,79,67,Uncovered,No Owner
A0757,Horizon Group 757,Prospect,Technology,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,90,98,95,Uncovered,No Owner
